State,Year,State-Year,Deaths,Years of Potential Life Lost Rate,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low birthweight,% Adult smoking,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,% Uninsured,Primary Care Physicians Rate,Mental Health Provider Rate,% With Annual Mammogram,% Flu Vaccinated,% Unemployed,% Children in Poverty,Average Daily PM2.5,% Severe Housing Problems,Life Expectancy,% Adults with Diabetes,% Limited Access to Healthy Foods,Drug Overdose Mortality Rate,% Insufficient Sleep,Median Household Income,% Less Than 18 Years of Age,% 65 and Over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Female,% Rural
Oregon,2013,Oregon2013,"38,994.00","225,302.60",14.86,3.73,3.15,6.24,18.29,27.27,7.01,19.52,66.72,16.21,30.22,19.23,71.38,157.72,60.60,,9.70,25.65,9.02,17.05,,9.56,9.93,12.09,,44228,21.27,18.92,0.64,2.37,1.61,0.27,10.87,82.49,49.96,44.37
Pennsylvania,2013,Pennsylvania2013,"143,525.00","468,671.32",15.19,3.66,3.65,7.67,21.52,30.28,8.22,26.92,66.82,17.04,36.14,12.48,69.21,80.76,63.91,,8.05,19.82,12.82,12.96,,10.64,4.62,11.34,,47807,20.58,17.60,4.25,0.24,1.28,0.04,3.58,89.66,50.21,47.43
Rhode Island,2013,Rhode Island2013,"10,172.00","26,742.39",11.28,3.28,3.36,6.96,15.18,23.98,7.80,22.86,85.63,19.76,42.41,10.32,104.10,215.28,69.45,,9.63,14.52,10.25,17.69,,7.70,7.33,13.28,,60888,19.77,16.62,2.96,0.60,2.23,0.09,6.36,86.40,51.66,11.51
South Carolina,2013,South Carolina2013,"61,402.00","439,687.26",18.71,3.89,3.82,10.96,20.75,34.65,6.60,29.42,42.54,13.14,41.30,19.84,49.43,65.62,64.70,,10.90,31.78,12.58,15.28,,13.22,6.44,10.75,,38687,22.56,15.90,35.91,0.61,0.84,0.08,4.27,57.35,50.96,54.98
South Dakota,2013,South Dakota2013,"7,528.00","414,426.52",12.22,2.79,2.56,6.67,18.81,32.39,6.67,29.83,43.23,19.27,37.42,15.74,59.34,107.29,65.65,,4.93,21.30,11.08,12.27,,10.13,19.57,11.03,,45579,24.80,17.87,0.43,14.08,0.51,0.04,2.07,81.69,49.52,78.17
Tennessee,2013,Tennessee2013,"87,284.00","920,154.78",22.84,4.97,3.79,8.89,25.96,32.57,7.49,34.11,42.82,9.30,30.50,17.49,48.66,55.12,58.10,,9.27,29.05,13.75,13.52,,12.15,5.14,18.03,,39075,22.29,16.83,7.19,0.40,0.62,0.05,3.06,87.59,50.51,66.44
Texas,2013,Texas2013,"242,001.00","1,860,838.31",20.32,4.04,3.64,8.53,21.75,29.81,6.80,28.20,44.36,16.71,26.87,26.58,42.14,30.18,54.84,,6.29,26.68,9.47,14.03,,10.63,10.96,10.39,,43815,24.54,16.41,6.18,1.05,1.00,0.07,32.76,58.70,49.36,55.52
Utah,2013,Utah2013,"19,049.00","164,625.22",12.88,3.37,3.20,7.16,11.60,25.80,6.97,21.13,49.57,9.55,22.00,18.30,49.14,134.69,55.00,,6.63,17.73,11.54,13.28,,7.82,10.89,18.26,,52168,30.35,13.06,0.42,3.30,0.92,0.32,8.44,85.94,49.25,48.35
Vermont,2013,Vermont2013,"6,041.00","82,640.25",11.55,3.31,3.49,6.81,17.57,25.92,8.32,20.62,63.30,19.36,33.52,8.57,86.73,248.66,70.26,,5.49,17.58,10.76,15.90,,7.85,3.39,9.97,,49482,19.93,16.73,0.70,0.44,0.88,0.03,1.43,95.03,50.41,75.37
Virginia,2013,Virginia2013,"80,176.00","1,031,830.30",16.38,3.56,3.50,8.79,21.53,30.20,8.11,26.26,62.45,15.46,35.70,16.07,66.77,93.35,63.82,,7.08,20.89,12.60,14.19,,11.15,5.21,11.40,,50703,20.84,16.69,18.71,0.47,1.90,0.07,4.62,72.77,50.71,51.99
Washington,2013,Washington2013,"61,308.00","246,445.40",16.01,3.90,3.44,6.01,17.07,29.59,7.22,21.12,63.46,16.06,42.21,18.30,67.86,138.04,63.59,,9.26,22.92,10.90,17.03,,9.68,8.97,14.32,,48142,22.16,17.40,1.22,2.86,2.59,0.32,13.00,78.13,49.84,44.79
West Virginia,2013,West Virginia2013,"29,563.00","515,810.25",21.67,4.83,4.21,9.18,26.72,33.70,7.67,35.04,46.36,10.89,35.87,18.93,57.92,51.43,56.40,,8.30,26.80,13.25,10.65,,13.24,5.70,21.39,,37803,20.46,17.81,2.18,0.22,0.43,0.02,1.09,94.99,50.20,69.20
Wisconsin,2013,Wisconsin2013,"53,145.00","437,011.77",12.07,3.14,2.85,6.27,19.09,29.68,8.32,23.04,61.71,24.84,39.51,10.93,69.91,63.09,68.71,,7.43,18.67,11.58,13.81,,9.14,5.67,8.70,,48714,22.05,17.40,1.49,2.92,1.15,0.04,3.24,90.26,49.67,60.11
Wyoming,2013,Wyoming2013,"6,110.00","172,881.31",12.30,3.17,3.15,8.08,18.57,25.44,7.99,24.74,49.14,16.77,36.33,18.15,67.60,158.10,54.08,,5.36,15.71,11.21,10.85,,7.80,7.42,12.84,,54143,22.78,15.18,0.56,2.02,0.67,0.07,7.78,88.08,48.97,50.53
Alabama,2012,Alabama2012,"2,080.03","10,400.66",22.53,4.52,4.22,10.55,22.09,35.09,,33.14,,10.95,,17.55,42.61,10.91,62.74,,10.46,31.75,12.87,28.32,,13.88,7.27,,,36508,23.17,15.38,28.29,0.78,0.65,0.11,3.38,65.86,51.30,66.70
Alaska,2012,Alaska2012,643.05,"9,782.85",15.13,3.47,2.63,5.61,27.15,30.96,,24.86,,20.16,,26.95,84.95,23.86,57.24,,9.92,18.16,,23.20,,6.73,15.39,,,56031,25.63,8.64,1.50,32.81,5.41,0.54,4.21,49.35,45.92,73.30
Arizona,2012,Arizona2012,"7,957.25","8,408.53",18.23,3.86,3.73,7.30,18.38,27.60,,23.86,,16.03,,20.14,51.64,19.55,59.12,,12.16,31.77,11.95,31.11,,9.85,14.40,,,40339,24.95,16.82,1.99,13.84,1.44,0.19,30.07,52.66,49.68,32.61
Arkansas,2012,Arkansas2012,"1,097.29","10,112.48",21.27,4.42,4.14,9.42,23.23,33.17,,32.61,,10.77,,21.73,47.25,13.75,58.33,,8.95,32.11,11.84,25.98,,11.90,9.14,,,35305,23.29,16.93,15.82,0.84,0.71,0.09,4.82,76.56,50.63,64.59
California,2012,California2012,"10,461.10","6,403.66",17.66,3.77,3.69,6.26,14.45,24.64,,18.49,,17.80,,18.94,66.57,46.95,63.92,,13.39,23.34,11.36,43.42,,7.92,6.01,,,51676,23.30,14.09,3.18,3.05,7.22,0.37,29.16,56.24,49.37,28.29
Colorado,2012,Colorado2012,"1,524.30","6,740.97",12.99,3.10,3.03,9.57,17.19,20.19,,19.19,,16.91,,20.78,74.21,34.89,62.80,,7.68,21.44,9.06,32.22,,5.99,9.80,,,49062,21.67,14.83,1.53,1.91,1.20,0.11,19.24,75.76,48.09,57.99
Connecticut,2012,Connecticut2012,"6,828.22","5,339.06",10.67,2.97,3.08,7.62,16.00,23.58,,22.18,,18.44,,9.77,73.00,61.88,71.93,,8.59,12.70,10.36,38.19,,7.75,4.46,,,66976,21.74,14.41,6.74,0.47,3.42,0.09,10.60,77.46,50.88,22.82
Delaware,2012,Delaware2012,"5,176.00","7,700.36",13.15,3.43,3.35,8.80,19.65,29.45,,25.06,,18.73,,11.95,65.98,30.41,70.78,,7.33,20.20,11.83,35.09,,10.05,5.52,,,55838,22.53,15.61,20.04,0.77,2.80,0.09,8.05,66.67,51.51,22.39
District of Columbia,2012,District of Columbia2012,"7,823.00","9,869.94",12.40,2.90,2.90,10.80,16.70,21.50,,19.70,,19.30,,9.00,117.04,165.97,66.65,,10.20,30.90,12.40,40.23,,8.20,0.96,,,62087,17.04,11.36,49.22,0.55,3.73,0.14,9.51,35.32,52.71,0.00
Florida,2012,Florida2012,"6,341.85","8,387.97",18.06,4.04,3.85,8.54,21.64,29.52,,26.67,,15.51,,23.64,50.35,22.30,66.41,,10.24,27.90,8.63,35.96,,11.25,8.27,,,41436,20.51,18.56,14.29,0.70,1.58,0.09,12.98,69.27,48.61,37.08
Georgia,2012,Georgia2012,"1,361.74","9,089.63",18.48,4.05,3.56,10.18,20.11,30.80,,27.62,,10.54,,22.45,46.36,16.38,61.83,,10.77,32.60,12.17,31.40,,11.79,7.22,,,38842,24.13,13.93,27.87,0.46,1.17,0.11,6.03,63.47,50.35,60.27
Hawaii,2012,Hawaii2012,"4,788.80","6,006.91",14.32,3.00,2.88,7.88,16.52,23.33,,18.10,,20.26,,9.88,71.59,232.27,64.50,,7.80,19.32,,36.26,,8.26,6.59,,,57694,18.65,17.26,0.97,0.41,28.92,16.78,8.44,27.03,50.40,29.06
Idaho,2012,Idaho2012,679.14,"6,735.06",15.90,3.69,3.31,6.63,17.18,27.59,,23.46,,13.88,,23.10,50.63,16.92,57.45,,9.14,23.59,8.11,28.93,,8.85,11.27,,,42170,26.11,15.34,0.41,1.88,0.76,0.14,12.05,83.85,49.12,60.75
Illinois,2012,Illinois2012,"2,500.95","7,137.26",13.80,3.35,3.03,7.83,18.48,29.11,,29.04,,15.91,,13.30,48.45,18.66,65.02,,9.37,20.58,12.33,25.53,,9.05,6.31,,,47874,22.46,16.45,5.12,0.34,1.14,0.04,4.63,87.80,50.02,50.71
Indiana,2012,Indiana2012,"1,621.70","7,668.99",17.22,3.82,3.71,7.72,24.05,31.39,,28.83,,14.97,,16.87,49.75,18.07,62.44,,9.11,20.91,13.00,26.35,,10.58,4.35,,,46444,24.03,14.79,2.71,0.33,0.85,0.04,3.59,91.52,50.29,54.16
Iowa,2012,Iowa2012,600.92,"6,176.87",11.63,2.78,2.53,6.71,18.30,29.97,,27.06,,18.99,,11.59,56.89,16.31,67.83,,5.91,17.35,10.32,22.60,,8.75,5.85,,,47423,23.37,18.01,1.13,0.41,0.94,0.07,4.04,92.66,50.29,61.07
Kansas,2012,Kansas2012,643.99,"7,629.52",12.81,2.99,2.63,7.04,17.55,32.04,,27.62,,13.44,,17.94,60.60,35.95,64.41,,5.53,19.22,9.59,21.89,,10.23,12.45,,,44587,23.90,18.08,1.90,1.12,0.79,0.07,8.83,86.05,49.98,66.50
Kentucky,2012,Kentucky2012,"1,012.36","9,815.14",24.31,5.26,4.63,9.20,28.23,33.70,,34.01,,9.78,,18.85,44.49,23.74,57.85,,10.28,31.39,13.02,26.15,,12.32,4.14,,,37614,23.21,14.79,3.71,0.26,0.49,0.05,2.18,92.26,50.31,71.40
Louisiana,2012,Louisiana2012,"1,920.89","10,057.13",21.37,4.07,3.26,11.15,22.99,34.31,,31.40,,13.83,,21.04,42.29,13.96,60.33,,8.50,30.72,10.85,24.68,,12.14,9.62,,,39137,24.51,13.40,31.83,0.80,0.85,0.05,3.06,62.41,50.04,50.72
Maine,2012,Maine2012,"1,745.06","6,499.86",13.64,3.72,3.69,6.55,19.94,28.58,,23.82,,16.72,,12.97,94.99,47.39,72.20,,8.28,21.87,9.03,32.62,,9.64,3.27,,,43381,19.95,17.53,0.84,0.82,0.80,0.03,1.20,95.01,50.93,73.44
Maryland,2012,Maryland2012,"4,762.56","6,990.45",13.53,3.27,3.33,8.46,18.32,29.63,,25.61,,15.68,,12.43,68.53,38.62,68.56,,7.77,16.77,12.41,35.86,,10.21,3.89,,,64272,22.43,14.44,20.27,0.42,3.19,0.09,5.25,69.15,50.97,33.73
Massachusetts,2012,Massachusetts2012,"7,585.20","5,446.79",11.49,3.25,3.23,7.45,16.25,23.27,,21.47,,19.88,,5.60,95.23,92.05,75.76,,7.45,15.78,10.10,40.82,,8.51,4.59,,,59659,20.56,15.02,5.47,0.49,3.80,0.08,8.32,80.56,51.47,16.17
Michigan,2012,Michigan2012,"2,734.90","7,088.18",14.46,3.64,3.68,7.23,21.48,31.92,,25.87,,18.74,,15.50,61.88,21.94,68.71,,11.01,25.55,10.04,32.00,,10.64,5.41,,,42089,21.33,17.80,4.03,1.62,0.94,0.03,3.12,88.73,49.77,61.21
Minnesota,2012,Minnesota2012,972.14,"5,613.97",11.30,2.93,2.59,6.01,16.56,28.38,,21.96,,18.58,,11.07,67.05,32.54,72.21,,6.64,16.54,10.48,28.30,,8.53,7.87,,,50079,23.38,17.18,1.35,2.07,1.37,0.05,3.79,90.16,49.93,60.95
Mississippi,2012,Mississippi2012,"1,084.32","11,171.48",23.49,4.34,4.12,12.40,23.66,36.38,,34.01,,10.59,,21.87,40.80,14.53,55.98,,12.16,36.21,12.39,29.63,,13.39,10.17,,,33601,24.92,14.12,40.67,0.65,0.52,0.04,2.30,55.12,51.15,70.39
Missouri,2012,Missouri2012,"1,256.52","8,531.09",17.73,4.11,3.79,7.62,23.49,31.53,,30.57,,14.02,,17.53,45.11,22.47,59.69,,8.73,26.88,10.62,25.97,,10.35,7.70,,,39316,23.26,17.01,3.65,0.57,0.65,0.09,2.51,91.23,50.25,66.48
Montana,2012,Montana2012,541.46,"8,542.19",13.41,3.21,2.95,7.70,18.42,26.05,,27.18,,18.59,,24.34,58.89,23.15,63.77,,6.56,23.16,8.22,23.62,,8.38,17.40,,,40236,21.92,18.65,0.31,7.80,0.43,0.05,2.32,87.55,49.25,74.58
Nebraska,2012,Nebraska2012,466.86,"6,708.62",12.23,2.82,2.47,6.82,16.49,30.10,,29.30,,18.15,,16.34,54.47,16.21,63.25,,4.02,19.12,9.37,21.51,,9.28,15.39,,,44760,23.38,19.41,0.76,1.60,0.53,0.08,5.73,90.75,49.97,74.14
Nevada,2012,Nevada2012,"3,845.63","7,903.26",16.74,4.20,3.91,7.44,22.06,27.24,,24.78,,18.03,,24.69,46.97,16.71,54.15,,11.51,19.57,12.86,30.40,,8.80,11.47,,,50809,22.62,16.30,2.49,3.91,2.35,0.30,17.45,72.30,47.62,47.08
New Hampshire,2012,New Hampshire2012,"2,209.09","5,732.28",12.20,3.29,3.45,6.72,18.53,26.89,,22.50,,17.23,,14.29,93.56,50.83,73.35,,5.46,14.60,9.65,37.38,,8.64,3.89,,,55837,20.15,15.68,0.83,0.30,1.73,0.03,2.05,93.84,50.55,53.95
New Jersey,2012,New Jersey2012,"7,285.18","5,892.84",15.12,3.42,3.34,8.19,17.16,25.57,,25.27,,16.24,,14.20,78.88,43.67,62.72,,9.60,14.31,11.65,43.46,,8.88,4.38,,,67930,23.05,14.00,11.62,0.55,6.73,0.08,15.75,64.46,51.09,12.42
New Mexico,2012,New Mexico2012,"1,433.53","8,855.60",18.64,4.09,3.69,9.08,20.47,24.94,,22.98,,13.10,,23.51,59.73,28.27,54.73,,7.54,31.96,10.26,26.37,,7.85,17.87,,,38471,23.39,16.89,1.31,8.35,1.03,0.12,46.14,43.61,49.53,47.66
New York,2012,New York2012,"5,620.06","5,925.14",14.34,3.62,3.43,7.47,20.59,27.49,,25.33,,17.75,,12.54,62.46,42.31,68.72,,8.23,21.52,11.03,33.69,,9.07,4.25,,,51175,21.47,15.13,6.03,0.68,2.74,0.06,7.27,82.10,50.34,43.78
North Carolina,2012,North Carolina2012,"2,180.34","8,295.79",19.60,3.95,3.58,9.41,22.46,30.73,,27.46,,11.04,,20.29,53.03,21.61,68.47,,11.24,29.05,12.87,31.47,,11.35,5.33,,,40258,22.29,16.03,20.50,1.85,1.12,0.09,6.72,68.80,50.85,60.93
North Dakota,2012,North Dakota2012,339.97,"7,687.90",11.80,2.54,2.43,6.55,18.10,30.85,,30.13,,21.22,,13.90,60.27,33.40,69.02,,3.84,15.98,7.35,18.08,,9.56,15.04,,,49389,21.70,19.82,0.48,6.71,0.43,0.05,1.81,89.60,49.17,81.77
Ohio,2012,Ohio2012,"3,109.44","7,461.92",15.85,3.85,3.86,7.91,21.70,31.51,,28.84,,15.54,,14.68,52.90,21.05,61.91,,9.46,23.22,13.43,28.83,,10.99,5.00,,,45477,23.55,15.10,4.24,0.26,0.86,0.04,2.31,90.95,50.49,47.93
Oklahoma,2012,Oklahoma2012,"1,352.64","10,275.33",19.96,4.39,4.03,8.02,25.12,32.66,,33.61,,11.52,,23.41,44.49,14.74,55.13,,6.04,25.82,10.09,22.44,,11.47,10.90,,,40061,24.27,16.14,3.62,10.85,0.76,0.11,7.84,72.65,49.90,63.25
Oregon,2012,Oregon2012,"2,295.88","6,805.27",14.21,3.74,2.96,6.20,18.03,26.81,,19.71,,15.56,,21.22,70.44,27.69,63.76,,10.35,25.62,9.38,34.49,,8.90,9.80,,,43324,21.55,18.00,0.71,2.37,1.68,0.27,10.97,82.22,49.98,43.68
Pennsylvania,2012,Pennsylvania2012,"4,221.32","6,994.77",14.75,3.58,3.53,7.67,21.62,30.12,,27.24,,16.94,,12.68,68.27,34.53,67.59,,8.05,19.71,13.13,28.84,,10.44,4.62,,,46664,20.85,16.97,4.40,0.24,1.31,0.04,3.61,89.46,50.23,47.04
Rhode Island,2012,Rhode Island2012,"3,390.67","5,455.79",11.55,3.33,3.38,7.17,16.23,23.90,,22.84,,19.87,,11.95,99.04,59.03,73.06,,10.60,16.13,10.22,39.53,,7.70,7.06,,,60366,20.22,15.71,3.39,0.65,2.36,0.10,7.49,84.70,51.65,11.14
South Carolina,2012,South Carolina2012,"2,612.85","9,534.79",18.75,3.83,3.81,11.02,21.48,34.31,,30.29,,13.10,,20.81,49.92,15.19,67.33,,12.01,32.12,12.91,29.69,,12.56,6.47,,,38029,22.88,15.09,35.72,0.60,0.85,0.09,4.35,57.44,50.96,54.52
South Dakota,2012,South Dakota2012,307.98,"8,422.78",12.52,2.78,2.45,6.62,18.83,32.27,,30.03,,19.36,,16.77,60.71,29.44,68.09,,5.10,22.70,8.83,21.13,,9.53,19.44,,,44013,25.02,17.52,0.46,13.87,0.51,0.04,2.16,81.72,49.59,77.65
Tennessee,2012,Tennessee2012,"1,818.42","9,676.51",21.51,4.72,3.64,8.94,24.56,32.71,,32.32,,7.24,,17.01,47.54,16.28,60.37,,10.59,29.56,13.89,27.56,,11.67,5.17,,,38076,22.48,16.12,7.39,0.41,0.62,0.05,3.11,87.33,50.52,66.09
Texas,2012,Texas2012,"2,134.56","8,228.04",17.55,3.81,3.28,8.47,15.10,29.55,,28.47,,10.46,,27.44,42.01,13.97,56.57,,7.39,27.40,9.98,23.47,,10.30,10.96,,,42590,24.85,15.91,6.31,1.08,1.02,0.07,32.90,58.37,49.40,55.36
Utah,2012,Utah2012,"1,468.15","6,557.45",13.05,3.37,3.31,7.14,12.06,25.68,,21.00,,8.97,,18.50,49.37,21.68,57.78,,7.40,18.16,9.33,26.69,,7.64,10.70,,,51089,30.76,12.29,0.49,3.27,0.98,0.35,8.72,85.45,49.27,47.06
Vermont,2012,Vermont2012,805.47,"5,867.04",11.67,3.29,3.42,6.78,18.52,25.16,,20.49,,19.14,,10.33,88.15,80.80,72.35,,6.09,17.79,9.62,36.55,,7.35,3.37,,,48824,20.23,15.84,0.75,0.44,0.92,0.03,1.44,94.93,50.43,74.42
Virginia,2012,Virginia2012,"1,196.89","7,747.71",15.30,3.49,3.37,8.86,19.63,29.80,,26.51,,12.74,,16.63,73.35,40.10,65.70,,7.54,20.84,12.44,30.62,,10.85,5.20,,,50347,21.00,16.00,18.74,0.48,1.94,0.07,4.68,72.63,50.70,51.79
Washington,2012,Washington2012,"3,144.64","6,465.49",15.51,3.86,3.41,6.05,17.68,29.17,,20.59,,16.21,,18.24,66.99,26.17,66.74,,9.96,23.10,10.97,33.83,,9.26,8.87,,,47776,22.43,16.60,1.31,2.82,2.71,0.32,13.01,77.87,49.87,44.07
West Virginia,2012,West Virginia2012,"1,055.82","9,377.87",21.80,4.87,4.28,9.15,26.97,33.50,,33.42,,9.81,,18.30,57.83,10.41,59.61,,8.89,27.70,12.73,21.19,,13.09,5.71,,,36994,20.56,17.05,2.26,0.23,0.44,0.02,1.11,94.88,50.21,68.88
Wisconsin,2012,Wisconsin2012,"1,456.03","6,066.98",12.15,3.21,2.83,6.27,19.10,29.70,,23.39,,24.34,,11.46,69.51,21.81,71.34,,8.04,18.92,10.16,30.99,,8.83,5.66,,,47832,22.34,16.64,1.60,2.87,1.18,0.04,3.30,90.11,49.67,59.70
Wyoming,2012,Wyoming2012,509.17,"7,517.21",12.20,3.19,3.13,8.26,19.25,25.58,,24.35,,16.88,,18.28,64.09,37.59,57.02,,5.90,15.65,7.33,22.39,,7.72,7.43,,,54587,23.09,14.65,0.61,2.08,0.70,0.07,7.89,87.81,48.97,49.89
Alabama,2011,Alabama2011,"69,614.00","724,362.44",22.66,4.65,4.29,10.35,22.76,35.13,,33.18,,10.54,,17.14,49.16,7.16,62.95,,11.20,31.99,3.27,27.41,,13.90,13.56,,,36340,23.70,15.01,28.46,0.63,0.51,0.02,2.91,67.47,51.42,69.98
Alaska,2011,Alaska2011,"6,396.00","211,064.00",15.46,3.32,2.74,5.59,28.14,31.07,,24.93,,19.23,,28.02,92.54,12.01,58.81,,9.89,19.11,,22.72,,6.74,,,,53086,25.81,8.04,1.34,35.73,5.10,0.37,5.03,52.43,46.21,70.56
Arizona,2011,Arizona2011,"63,344.00","135,116.98",17.84,3.79,3.67,7.23,18.61,27.78,,24.09,,16.02,,20.28,54.12,16.83,58.21,,12.56,30.15,0.40,30.50,,9.96,16.36,,,40757,26.11,16.37,2.43,14.39,1.21,0.14,29.13,52.70,50.09,37.63
Arkansas,2011,Arkansas2011,"40,499.00","769,101.11",20.93,4.44,4.12,9.27,24.06,33.18,,32.63,,10.62,,21.08,52.79,2.37,59.05,,8.69,31.61,0.15,25.86,,11.91,11.10,,,34925,23.59,16.41,16.27,0.70,0.58,0.03,4.62,77.79,50.83,65.89
California,2011,California2011,"306,545.00","383,685.52",17.48,3.85,3.77,6.27,14.26,24.66,,18.49,,17.91,,18.83,81.12,44.42,64.43,,14.10,22.43,8.52,43.24,,7.93,8.02,,,51610,23.92,13.54,3.69,2.71,6.56,0.32,27.56,59.16,49.15,30.16
Colorado,2011,Colorado2011,"40,313.00","314,489.86",12.95,3.22,3.19,9.46,17.48,20.20,,19.23,,17.11,,20.82,74.37,26.77,63.64,,8.31,19.90,0.09,31.55,,6.00,10.74,,,48575,22.18,13.58,1.83,1.68,1.03,0.10,18.83,76.54,48.39,61.17
Connecticut,2011,Connecticut2011,"30,665.00","44,252.22",10.65,2.99,3.10,7.53,16.76,23.64,,22.13,,17.99,,9.64,97.16,54.35,72.59,,8.93,11.21,2.13,37.73,,7.75,4.89,,,65230,22.14,13.79,7.14,0.40,2.96,0.06,8.98,80.46,50.85,25.00
Delaware,2011,Delaware2011,"10,042.00","24,001.03",13.60,3.47,3.43,8.90,20.80,29.73,,25.43,,18.07,,13.03,69.31,30.03,70.86,,8.43,19.60,4.00,34.16,,10.33,7.74,,,53316,23.27,15.60,20.00,0.47,2.30,0.10,6.60,70.53,51.53,31.37
District of Columbia,2011,District of Columbia2011,"8,443.00","11,066.12",12.60,2.90,2.90,11.10,17.60,21.50,,19.70,,19.00,,8.20,208.45,161.30,,,9.90,31.10,7.00,40.26,,8.20,1.25,,,60729,19.00,11.70,54.00,0.40,3.20,0.10,8.80,33.50,52.80,0.00
Florida,2011,Florida2011,"213,337.00","603,317.78",17.78,3.97,3.72,8.52,22.21,29.57,,26.71,,15.27,,24.94,56.09,16.81,67.03,,11.04,26.99,0.82,35.26,,11.26,10.50,,,41808,21.14,17.67,14.91,0.72,1.44,0.06,12.04,70.83,48.33,41.20
Georgia,2011,Georgia2011,"106,300.00","1,509,502.89",18.46,4.11,3.70,9.97,20.40,30.82,,27.64,,10.25,,22.38,52.90,9.47,63.94,,11.15,31.16,2.49,30.71,,11.80,12.43,,,39196,25.14,13.03,28.10,0.34,0.95,0.05,5.29,65.28,50.51,63.56
Hawaii,2011,Hawaii2011,"11,760.00","25,883.18",14.43,3.00,2.90,7.85,17.18,23.56,,18.04,,20.28,,9.33,79.57,11.12,61.95,,8.10,17.28,,34.23,,8.24,,,,55721,18.18,11.26,1.36,0.48,29.24,16.90,9.32,42.70,48.58,34.96
Idaho,2011,Idaho2011,"13,308.00","248,821.25",15.78,3.59,3.33,6.59,17.68,27.61,,23.53,,14.08,,21.94,49.66,2.92,59.60,,9.68,21.80,9.82,27.80,,8.87,12.50,,,41749,26.41,14.28,0.54,1.83,0.63,0.10,11.64,85.26,49.39,62.58
Illinois,2011,Illinois2011,"128,544.00","752,478.08",14.31,3.45,3.14,7.79,19.79,29.13,,29.08,,16.47,,13.25,52.49,11.89,65.53,,10.19,19.55,0.81,25.33,,9.05,6.48,,,46712,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.50,50.10,50.97
Indiana,2011,Indiana2011,"73,475.00","713,583.98",17.22,3.77,3.66,7.66,24.62,31.40,,28.85,,14.61,,16.53,56.16,14.59,63.41,,10.44,20.47,1.52,26.17,,10.59,7.07,,,45548,24.16,14.30,2.77,0.28,0.78,0.02,3.22,92.93,50.26,54.82
Iowa,2011,Iowa2011,"28,939.00","591,471.39",11.91,2.81,2.56,6.58,19.13,29.98,,27.08,,18.89,,10.64,44.82,3.12,69.55,,6.27,17.06,0.51,22.69,,8.75,6.21,,,46475,23.40,17.78,1.01,0.36,0.80,0.02,3.59,94.21,50.38,62.44
Kansas,2011,Kansas2011,"27,535.00","574,943.25",13.21,2.99,2.75,7.13,17.89,32.05,,27.65,,13.23,,16.90,58.48,3.01,64.92,,5.78,18.71,0.22,21.80,,10.24,11.82,,,43679,23.84,17.88,2.03,1.02,0.68,0.05,7.82,88.40,50.20,67.75
Kentucky,2011,Kentucky2011,"58,408.00","1,154,842.53",24.74,5.35,4.70,9.04,29.03,33.70,,34.03,,9.46,,18.30,51.53,9.22,59.02,,11.38,30.20,0.35,25.89,,12.33,7.24,,,37352,23.19,14.34,3.98,0.22,0.45,0.02,1.88,93.45,50.56,72.40
Louisiana,2011,Louisiana2011,"61,870.00","682,346.21",21.18,3.99,3.13,11.08,23.27,34.33,,31.43,,13.63,,21.14,54.70,8.98,60.31,,8.60,30.04,3.38,24.38,,12.15,14.16,,,39376,25.10,13.10,31.58,0.71,0.76,0.03,2.64,64.29,50.45,51.96
Maine,2011,Maine2011,"14,717.00","105,567.53",13.89,3.70,3.68,6.51,20.21,28.64,,23.89,,16.41,,13.28,92.28,46.46,73.74,,8.73,20.84,0.44,31.82,,9.66,6.39,,,42351,20.29,16.47,0.78,0.76,0.69,0.01,1.21,96.54,51.12,72.73
Maryland,2011,Maryland2011,"60,012.00","181,047.89",13.60,3.31,3.40,8.54,19.24,29.70,,25.69,,15.42,,13.38,84.94,38.26,69.30,,8.15,15.66,1.75,35.06,,10.24,6.63,,,64108,22.90,14.06,20.20,0.31,2.73,0.06,4.22,72.50,50.96,38.03
Massachusetts,2011,Massachusetts2011,"57,233.00","77,761.53",11.33,3.21,3.18,7.35,17.11,23.24,,21.41,,19.98,,5.06,118.90,87.01,76.57,,8.51,15.09,0.79,40.70,,8.51,6.67,,,59120,20.89,14.54,6.09,0.42,3.29,0.08,7.07,83.06,51.35,18.91
Michigan,2011,Michigan2011,"112,024.00","594,580.68",14.64,3.77,3.72,7.14,22.45,31.92,,25.88,,18.27,,14.77,58.06,18.54,70.45,,13.23,24.82,2.93,31.88,,10.65,5.84,,,41286,21.58,17.11,3.92,1.52,0.88,0.03,2.94,90.71,49.90,62.27
Minnesota,2011,Minnesota2011,"41,086.00","452,330.98",11.30,3.07,2.75,6.03,17.18,28.41,,22.00,,18.23,,11.37,73.19,34.24,74.54,,7.55,15.87,0.28,28.05,,8.55,8.71,,,48743,23.45,16.97,1.20,2.04,1.23,0.05,3.41,92.07,49.98,63.45
